trip_id,start_time,end_time,headway_secs,exact_times
QCB-8_T1_OB,09:00:00,17:00:00,1200,0
QCB-8_T1_OB,17:00:00,20:00:00,900,0
QCB-8_T1_OB,20:00:00,21:00:00,1800,0
P2P-RRCG-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-RRCG-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-RRCG-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-RRCG-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-RRCG-003_T1_OB,05:30:00,09:00:00,1800,0
P2P-RRCG-003_T1_OB,17:00:00,21:00:00,1800,0
P2P-RRCG-004_T1_OB,05:30:00,09:00:00,1800,0
P2P-RRCG-004_T1_OB,17:00:00,21:00:00,1800,0
P2P-RRCG-005_T1_OB,05:30:00,09:00:00,1800,0
P2P-RRCG-005_T1_OB,17:00:00,21:00:00,1800,0
P2P-RRCG-007_T1_OB,05:30:00,09:00:00,1800,0
P2P-RRCG-007_T1_OB,17:00:00,21:00:00,1800,0
P2P-RRCG-006_T1_OB,07:00:00,09:00:00,1800,0
P2P-RRCG-006_T1_OB,17:00:00,20:00:00,1800,0
P2P-HM-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-HM-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-HM-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-HM-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-HM-003_T1_OB,05:30:00,09:00:00,2700,0
P2P-HM-003_T1_OB,17:00:00,21:00:00,2700,0
P2P-HM-004_T1_OB,05:30:00,09:00:00,2700,0
P2P-HM-004_T1_OB,17:00:00,21:00:00,2700,0
P2P-UBE-001_T1_OB,05:00:00,22:00:00,600,0
P2P-UBE-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-UBE-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-UBE-003_T1_OB,05:30:00,09:00:00,1800,0
P2P-UBE-003_T1_OB,17:00:00,21:00:00,1800,0
P2P-UBE-004_T1_OB,05:30:00,09:00:00,1800,0
P2P-UBE-004_T1_OB,17:00:00,21:00:00,1800,0
P2P-UBE-005_T1_OB,05:30:00,09:00:00,1800,0
P2P-UBE-005_T1_OB,17:00:00,21:00:00,1800,0
P2P-UBE-006_T1_OB,05:30:00,09:00:00,1800,0
P2P-UBE-006_T1_OB,17:00:00,21:00:00,1800,0
P2P-UBE-007_T1_OB,05:30:00,09:00:00,2700,0
P2P-UBE-007_T1_OB,17:00:00,21:00:00,2700,0
P2P-DNS-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-DNS-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-DNS-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-DNS-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-MEX-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-MEX-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-MEX-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-MEX-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-MEX-003_T1_OB,05:30:00,09:00:00,1800,0
P2P-MEX-003_T1_OB,17:00:00,21:00:00,1800,0
P2P-MEX-004_T1_OB,05:30:00,09:00:00,1800,0
P2P-MEX-004_T1_OB,17:00:00,21:00:00,1800,0
P2P-COMET-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-COMET-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-COMET-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-COMET-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-SAT-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-SAT-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-ML-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-ML-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-ML-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-ML-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-NDL-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-NDL-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-ALPS-001_T1_OB,07:00:00,09:00:00,1800,0
P2P-ALPS-001_T1_OB,12:00:00,14:00:00,3600,0
P2P-ALPS-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-PG-001_T1_OB,05:30:00,09:00:00,2700,0
P2P-PG-001_T1_OB,17:00:00,21:00:00,2700,0
P2P-GEN-001_T1_OB,06:00:00,09:00:00,3600,0
P2P-GEN-001_T1_OB,17:00:00,20:00:00,3600,0
P2P-SRT-001_T1_OB,05:30:00,09:00:00,1800,0
P2P-SRT-001_T1_OB,17:00:00,21:00:00,1800,0
P2P-SRT-002_T1_OB,05:30:00,09:00:00,1800,0
P2P-SRT-002_T1_OB,17:00:00,21:00:00,1800,0
P2P-SRT-003_T1_OB,05:30:00,09:00:00,1800,0
P2P-SRT-003_T1_OB,17:00:00,21:00:00,1800,0
BUS-2_T1_OB,06:00:00,09:00:00,480,0
BUS-2_T1_OB,09:00:00,17:00:00,900,0
BUS-2_T1_OB,17:00:00,20:00:00,480,0
BUS-2_T1_OB,20:00:00,22:00:00,1200,0
BUS-3_T1_OB,06:00:00,09:00:00,480,0
BUS-3_T1_OB,09:00:00,17:00:00,900,0
BUS-3_T1_OB,17:00:00,20:00:00,480,0
BUS-3_T1_OB,20:00:00,22:00:00,1200,0
BUS-4_T1_OB,06:00:00,09:00:00,480,0
BUS-4_T1_OB,09:00:00,17:00:00,900,0
BUS-4_T1_OB,17:00:00,20:00:00,480,0
BUS-4_T1_OB,20:00:00,22:00:00,1200,0
BUS-5_T1_OB,06:00:00,09:00:00,480,0
BUS-5_T1_OB,09:00:00,17:00:00,900,0
BUS-5_T1_OB,17:00:00,20:00:00,480,0
BUS-5_T1_OB,20:00:00,22:00:00,1200,0
BUS-6_T1_OB,06:00:00,09:00:00,480,0
BUS-6_T1_OB,09:00:00,17:00:00,900,0
BUS-6_T1_OB,17:00:00,20:00:00,480,0
BUS-6_T1_OB,20:00:00,22:00:00,1200,0
BUS-7_T1_OB,06:00:00,09:00:00,480,0
BUS-7_T1_OB,09:00:00,17:00:00,900,0
BUS-7_T1_OB,17:00:00,20:00:00,480,0
BUS-7_T1_OB,20:00:00,22:00:00,1200,0
BUS-8_T1_OB,06:00:00,09:00:00,480,0
BUS-8_T1_OB,09:00:00,17:00:00,900,0
BUS-8_T1_OB,17:00:00,20:00:00,480,0
BUS-8_T1_OB,20:00:00,22:00:00,1200,0
BUS-9_T1_OB,06:00:00,09:00:00,480,0
BUS-9_T1_OB,09:00:00,17:00:00,900,0
BUS-9_T1_OB,17:00:00,20:00:00,480,0
BUS-9_T1_OB,20:00:00,22:00:00,1200,0
BUS-10_T1_OB,06:00:00,09:00:00,480,0
BUS-10_T1_OB,09:00:00,17:00:00,900,0
BUS-10_T1_OB,17:00:00,20:00:00,480,0
BUS-10_T1_OB,20:00:00,22:00:00,1200,0
BUS-11_T1_OB,06:00:00,09:00:00,480,0
BUS-11_T1_OB,09:00:00,17:00:00,900,0
BUS-11_T1_OB,17:00:00,20:00:00,480,0
BUS-11_T1_OB,20:00:00,22:00:00,1200,0
BUS-12_T1_OB,06:00:00,09:00:00,480,0
BUS-12_T1_OB,09:00:00,17:00:00,900,0
BUS-12_T1_OB,17:00:00,20:00:00,480,0
BUS-12_T1_OB,20:00:00,22:00:00,1200,0
BUS-13_T1_OB,06:00:00,09:00:00,480,0
BUS-13_T1_OB,09:00:00,17:00:00,900,0
BUS-13_T1_OB,17:00:00,20:00:00,480,0
BUS-13_T1_OB,20:00:00,22:00:00,1200,0
BUS-14_T1_OB,06:00:00,09:00:00,480,0
BUS-14_T1_OB,09:00:00,17:00:00,900,0
BUS-14_T1_OB,17:00:00,20:00:00,480,0
BUS-14_T1_OB,20:00:00,22:00:00,1200,0
BUS-15_T1_OB,06:00:00,09:00:00,480,0
BUS-15_T1_OB,09:00:00,17:00:00,900,0
BUS-15_T1_OB,17:00:00,20:00:00,480,0
BUS-15_T1_OB,20:00:00,22:00:00,1200,0
BUS-16_T1_OB,06:00:00,09:00:00,480,0
BUS-16_T1_OB,09:00:00,17:00:00,900,0
BUS-16_T1_OB,17:00:00,20:00:00,480,0
BUS-16_T1_OB,20:00:00,22:00:00,1200,0
BUS-17_T1_OB,06:00:00,09:00:00,480,0
BUS-17_T1_OB,09:00:00,17:00:00,900,0
BUS-17_T1_OB,17:00:00,20:00:00,480,0
BUS-17_T1_OB,20:00:00,22:00:00,1200,0
BUS-18_T1_OB,06:00:00,09:00:00,480,0
BUS-18_T1_OB,09:00:00,17:00:00,900,0
BUS-18_T1_OB,17:00:00,20:00:00,480,0
BUS-18_T1_OB,20:00:00,22:00:00,1200,0
BUS-19_T1_OB,06:00:00,09:00:00,480,0
BUS-19_T1_OB,09:00:00,17:00:00,900,0
BUS-19_T1_OB,17:00:00,20:00:00,480,0
BUS-19_T1_OB,20:00:00,22:00:00,1200,0
BUS-20_T1_OB,06:00:00,09:00:00,480,0
BUS-20_T1_OB,09:00:00,17:00:00,900,0
BUS-20_T1_OB,17:00:00,20:00:00,480,0
BUS-20_T1_OB,20:00:00,22:00:00,1200,0
BUS-21_T1_OB,06:00:00,09:00:00,480,0
BUS-21_T1_OB,09:00:00,17:00:00,900,0
BUS-21_T1_OB,17:00:00,20:00:00,480,0
BUS-21_T1_OB,20:00:00,22:00:00,1200,0
BUS-22_T1_OB,06:00:00,09:00:00,480,0
BUS-22_T1_OB,09:00:00,17:00:00,900,0
BUS-22_T1_OB,17:00:00,20:00:00,480,0
BUS-22_T1_OB,20:00:00,22:00:00,1200,0
BUS-23_T1_OB,06:00:00,09:00:00,480,0
BUS-23_T1_OB,09:00:00,17:00:00,900,0
BUS-23_T1_OB,17:00:00,20:00:00,480,0
BUS-23_T1_OB,20:00:00,22:00:00,1200,0
BUS-24_T1_OB,06:00:00,09:00:00,480,0
BUS-24_T1_OB,09:00:00,17:00:00,900,0
BUS-24_T1_OB,17:00:00,20:00:00,480,0
BUS-24_T1_OB,20:00:00,22:00:00,1200,0
BUS-25_T1_OB,06:00:00,09:00:00,480,0
BUS-25_T1_OB,09:00:00,17:00:00,900,0
BUS-25_T1_OB,17:00:00,20:00:00,480,0
BUS-25_T1_OB,20:00:00,22:00:00,1200,0
BUS-26_T1_OB,06:00:00,09:00:00,480,0
BUS-26_T1_OB,09:00:00,17:00:00,900,0
BUS-26_T1_OB,17:00:00,20:00:00,480,0
BUS-26_T1_OB,20:00:00,22:00:00,1200,0
BUS-27_T1_OB,06:00:00,09:00:00,480,0
BUS-27_T1_OB,09:00:00,17:00:00,900,0
BUS-27_T1_OB,17:00:00,20:00:00,480,0
BUS-27_T1_OB,20:00:00,22:00:00,1200,0
BUS-28_T1_OB,06:00:00,09:00:00,480,0
BUS-28_T1_OB,09:00:00,17:00:00,900,0
BUS-28_T1_OB,17:00:00,20:00:00,480,0
BUS-28_T1_OB,20:00:00,22:00:00,1200,0
BUS-29_T1_OB,06:00:00,09:00:00,480,0
BUS-29_T1_OB,09:00:00,17:00:00,900,0
BUS-29_T1_OB,17:00:00,20:00:00,480,0
BUS-29_T1_OB,20:00:00,22:00:00,1200,0
BUS-30_T1_OB,06:00:00,09:00:00,480,0
BUS-30_T1_OB,09:00:00,17:00:00,900,0
BUS-30_T1_OB,17:00:00,20:00:00,480,0
BUS-30_T1_OB,20:00:00,22:00:00,1200,0
BUS-31_T1_OB,06:00:00,09:00:00,480,0
BUS-31_T1_OB,09:00:00,17:00:00,900,0
BUS-31_T1_OB,17:00:00,20:00:00,480,0
BUS-31_T1_OB,20:00:00,22:00:00,1200,0
BUS-32_T1_OB,06:00:00,09:00:00,480,0
BUS-32_T1_OB,09:00:00,17:00:00,900,0
BUS-32_T1_OB,17:00:00,20:00:00,480,0
BUS-32_T1_OB,20:00:00,22:00:00,1200,0
BUS-33_T1_OB,06:00:00,09:00:00,480,0
BUS-33_T1_OB,09:00:00,17:00:00,900,0
BUS-33_T1_OB,17:00:00,20:00:00,480,0
BUS-33_T1_OB,20:00:00,22:00:00,1200,0
BUS-34_T1_OB,06:00:00,09:00:00,480,0
BUS-34_T1_OB,09:00:00,17:00:00,900,0
BUS-34_T1_OB,17:00:00,20:00:00,480,0
BUS-34_T1_OB,20:00:00,22:00:00,1200,0
BUS-35_T1_OB,06:00:00,09:00:00,480,0
BUS-35_T1_OB,09:00:00,17:00:00,900,0
BUS-35_T1_OB,17:00:00,20:00:00,480,0
BUS-35_T1_OB,20:00:00,22:00:00,1200,0
BUS-36_T1_OB,06:00:00,09:00:00,480,0
BUS-36_T1_OB,09:00:00,17:00:00,900,0
BUS-36_T1_OB,17:00:00,20:00:00,480,0
BUS-36_T1_OB,20:00:00,22:00:00,1200,0
BUS-37_T1_OB,06:00:00,09:00:00,480,0
BUS-37_T1_OB,09:00:00,17:00:00,900,0
BUS-37_T1_OB,17:00:00,20:00:00,480,0
BUS-37_T1_OB,20:00:00,22:00:00,1200,0
BUS-38_T1_OB,06:00:00,09:00:00,480,0
BUS-38_T1_OB,09:00:00,17:00:00,900,0
BUS-38_T1_OB,17:00:00,20:00:00,480,0
BUS-38_T1_OB,20:00:00,22:00:00,1200,0
BUS-39_T1_OB,06:00:00,09:00:00,480,0
BUS-39_T1_OB,09:00:00,17:00:00,900,0
BUS-39_T1_OB,17:00:00,20:00:00,480,0
BUS-39_T1_OB,20:00:00,22:00:00,1200,0
BUS-40_T1_OB,06:00:00,09:00:00,480,0
BUS-40_T1_OB,09:00:00,17:00:00,900,0
BUS-40_T1_OB,17:00:00,20:00:00,480,0
BUS-40_T1_OB,20:00:00,22:00:00,1200,0
BUS-41_T1_OB,06:00:00,09:00:00,480,0
BUS-41_T1_OB,09:00:00,17:00:00,900,0
BUS-41_T1_OB,17:00:00,20:00:00,480,0
BUS-41_T1_OB,20:00:00,22:00:00,1200,0
BUS-42_T1_OB,06:00:00,09:00:00,480,0
BUS-42_T1_OB,09:00:00,17:00:00,900,0
BUS-42_T1_OB,17:00:00,20:00:00,480,0
BUS-42_T1_OB,20:00:00,22:00:00,1200,0
BUS-43_T1_OB,06:00:00,09:00:00,480,0
BUS-43_T1_OB,09:00:00,17:00:00,900,0
BUS-43_T1_OB,17:00:00,20:00:00,480,0
BUS-43_T1_OB,20:00:00,22:00:00,1200,0
BUS-44_T1_OB,06:00:00,09:00:00,480,0
BUS-44_T1_OB,09:00:00,17:00:00,900,0
BUS-44_T1_OB,17:00:00,20:00:00,480,0
BUS-44_T1_OB,20:00:00,22:00:00,1200,0
BUS-45_T1_OB,06:00:00,09:00:00,480,0
BUS-45_T1_OB,09:00:00,17:00:00,900,0
BUS-45_T1_OB,17:00:00,20:00:00,480,0
BUS-45_T1_OB,20:00:00,22:00:00,1200,0
BUS-46_T1_OB,06:00:00,09:00:00,480,0
BUS-46_T1_OB,09:00:00,17:00:00,900,0
BUS-46_T1_OB,17:00:00,20:00:00,480,0
BUS-46_T1_OB,20:00:00,22:00:00,1200,0
BUS-47_T1_OB,06:00:00,09:00:00,480,0
BUS-47_T1_OB,09:00:00,17:00:00,900,0
BUS-47_T1_OB,17:00:00,20:00:00,480,0
BUS-47_T1_OB,20:00:00,22:00:00,1200,0
BUS-48_T1_OB,06:00:00,09:00:00,480,0
BUS-48_T1_OB,09:00:00,17:00:00,900,0
BUS-48_T1_OB,17:00:00,20:00:00,480,0
BUS-48_T1_OB,20:00:00,22:00:00,1200,0
BUS-49_T1_OB,06:00:00,09:00:00,480,0
BUS-49_T1_OB,09:00:00,17:00:00,900,0
BUS-49_T1_OB,17:00:00,20:00:00,480,0
BUS-49_T1_OB,20:00:00,22:00:00,1200,0
BUS-50_T1_OB,06:00:00,09:00:00,480,0
BUS-50_T1_OB,09:00:00,17:00:00,900,0
BUS-50_T1_OB,17:00:00,20:00:00,480,0
BUS-50_T1_OB,20:00:00,22:00:00,1200,0
BUS-51_T1_OB,06:00:00,09:00:00,480,0
BUS-51_T1_OB,09:00:00,17:00:00,900,0
BUS-51_T1_OB,17:00:00,20:00:00,480,0
BUS-51_T1_OB,20:00:00,22:00:00,1200,0
BUS-52_T1_OB,06:00:00,09:00:00,480,0
BUS-52_T1_OB,09:00:00,17:00:00,900,0
BUS-52_T1_OB,17:00:00,20:00:00,480,0
BUS-52_T1_OB,20:00:00,22:00:00,1200,0
BUS-53_T1_OB,06:00:00,09:00:00,480,0
BUS-53_T1_OB,09:00:00,17:00:00,900,0
BUS-53_T1_OB,17:00:00,20:00:00,480,0
BUS-53_T1_OB,20:00:00,22:00:00,1200,0
BUS-54_T1_OB,06:00:00,09:00:00,480,0
BUS-54_T1_OB,09:00:00,17:00:00,900,0
BUS-54_T1_OB,17:00:00,20:00:00,480,0
BUS-54_T1_OB,20:00:00,22:00:00,1200,0
BUS-55_T1_OB,06:00:00,09:00:00,480,0
BUS-55_T1_OB,09:00:00,17:00:00,900,0
BUS-55_T1_OB,17:00:00,20:00:00,480,0
BUS-55_T1_OB,20:00:00,22:00:00,1200,0
BUS-56_T1_OB,06:00:00,09:00:00,480,0
BUS-56_T1_OB,09:00:00,17:00:00,900,0
BUS-56_T1_OB,17:00:00,20:00:00,480,0
BUS-56_T1_OB,20:00:00,22:00:00,1200,0
BUS-57_T1_OB,06:00:00,09:00:00,480,0
BUS-57_T1_OB,09:00:00,17:00:00,900,0
BUS-57_T1_OB,17:00:00,20:00:00,480,0
BUS-57_T1_OB,20:00:00,22:00:00,1200,0
BUS-58_T1_OB,06:00:00,09:00:00,480,0
BUS-58_T1_OB,09:00:00,17:00:00,900,0
BUS-58_T1_OB,17:00:00,20:00:00,480,0
BUS-58_T1_OB,20:00:00,22:00:00,1200,0
BUS-59_T1_OB,06:00:00,09:00:00,480,0
BUS-59_T1_OB,09:00:00,17:00:00,900,0
BUS-59_T1_OB,17:00:00,20:00:00,480,0
BUS-59_T1_OB,20:00:00,22:00:00,1200,0
BUS-60_T1_OB,06:00:00,09:00:00,480,0
BUS-60_T1_OB,09:00:00,17:00:00,900,0
BUS-60_T1_OB,17:00:00,20:00:00,480,0
BUS-60_T1_OB,20:00:00,22:00:00,1200,0
BUS-61_T1_OB,06:00:00,09:00:00,480,0
BUS-61_T1_OB,09:00:00,17:00:00,900,0
BUS-61_T1_OB,17:00:00,20:00:00,480,0
BUS-61_T1_OB,20:00:00,22:00:00,1200,0
BUS-62_T1_OB,06:00:00,09:00:00,480,0
BUS-62_T1_OB,09:00:00,17:00:00,900,0
BUS-62_T1_OB,17:00:00,20:00:00,480,0
BUS-62_T1_OB,20:00:00,22:00:00,1200,0
BUS-63_T1_OB,06:00:00,09:00:00,480,0
BUS-63_T1_OB,09:00:00,17:00:00,900,0
BUS-63_T1_OB,17:00:00,20:00:00,480,0
BUS-63_T1_OB,20:00:00,22:00:00,1200,0
BUS-64_T1_OB,06:00:00,09:00:00,480,0
BUS-64_T1_OB,09:00:00,17:00:00,900,0
BUS-64_T1_OB,17:00:00,20:00:00,480,0
BUS-64_T1_OB,20:00:00,22:00:00,1200,0
BUS-65_T1_OB,06:00:00,09:00:00,480,0
BUS-65_T1_OB,09:00:00,17:00:00,900,0
BUS-65_T1_OB,17:00:00,20:00:00,480,0
BUS-65_T1_OB,20:00:00,22:00:00,1200,0
BUS-66_T1_OB,06:00:00,09:00:00,480,0
BUS-66_T1_OB,09:00:00,17:00:00,900,0
BUS-66_T1_OB,17:00:00,20:00:00,480,0
BUS-66_T1_OB,20:00:00,22:00:00,1200,0
BUS-67_T1_OB,06:00:00,09:00:00,480,0
BUS-67_T1_OB,09:00:00,17:00:00,900,0
BUS-67_T1_OB,17:00:00,20:00:00,480,0
BUS-67_T1_OB,20:00:00,22:00:00,1200,0
BUS-68_T1_OB,06:00:00,09:00:00,480,0
BUS-68_T1_OB,09:00:00,17:00:00,900,0
BUS-68_T1_OB,17:00:00,20:00:00,480,0
BUS-68_T1_OB,20:00:00,22:00:00,1200,0
BUS-PNR1_T1_OB,06:00:00,09:00:00,480,0
BUS-PNR1_T1_OB,09:00:00,17:00:00,900,0
BUS-PNR1_T1_OB,17:00:00,20:00:00,480,0
BUS-PNR1_T1_OB,20:00:00,22:00:00,1200,0
BUS-PNR2_T1_OB,06:00:00,09:00:00,480,0
BUS-PNR2_T1_OB,09:00:00,17:00:00,900,0
BUS-PNR2_T1_OB,17:00:00,20:00:00,480,0
BUS-PNR2_T1_OB,20:00:00,22:00:00,1200,0
CITY-MMBC-BACLARAN-FAIRVIEW-EDSA_T1_OB,06:00:00,09:00:00,480,0
CITY-MMBC-BACLARAN-FAIRVIEW-EDSA_T1_OB,09:00:00,17:00:00,900,0
CITY-MMBC-BACLARAN-FAIRVIEW-EDSA_T1_OB,17:00:00,20:00:00,480,0
CITY-MMBC-BACLARAN-FAIRVIEW-EDSA_T1_OB,20:00:00,22:00:00,1200,0
CITY-MMBC-BACLARAN-FAIRVIEW-QUIAPO_T1_OB,06:00:00,09:00:00,480,0
CITY-MMBC-BACLARAN-FAIRVIEW-QUIAPO_T1_OB,09:00:00,17:00:00,900,0
CITY-MMBC-BACLARAN-FAIRVIEW-QUIAPO_T1_OB,17:00:00,20:00:00,480,0
CITY-MMBC-BACLARAN-FAIRVIEW-QUIAPO_T1_OB,20:00:00,22:00:00,1200,0
CITY-MALTC-MONTALBAN-BACLARAN-EDSA_T1_OB,06:00:00,09:00:00,480,0
CITY-MALTC-MONTALBAN-BACLARAN-EDSA_T1_OB,09:00:00,17:00:00,900,0
CITY-MALTC-MONTALBAN-BACLARAN-EDSA_T1_OB,17:00:00,20:00:00,480,0
CITY-MALTC-MONTALBAN-BACLARAN-EDSA_T1_OB,20:00:00,22:00:00,1200,0
